code,name,address
SMN,Lemhi County Airport,"Salmon, United States"
SMO,Santa Monica Municipal Airport,"Santa Monica, United States"
SUM,Sumter Airport,"Sumter, United States"
SMX,Santa Maria Pub/Capt G Allan Hancock Field,"Santa Maria, United States"
SNA,John Wayne Airport-Orange County Airport,"Santa Ana, United States"
SNK,Winston Field,"Snyder, United States"
SNL,Shawnee Regional Airport,"Shawnee, United States"
SNS,Salinas Municipal Airport,"Salinas, United States"
SNY,Sidney Municipal-Lloyd W Carr Field,"Sidney, United States"
SOP,Moore County Airport,"Pinehurst/Southern Pines, United States"
SOW,Show Low Regional Airport,"Show Low, United States"
SPA,Spartanburg Downtown Memorial Airport,"Spartanburg, United States"
SPF,Black Hills Clyde Ice Field,"Spearfish, United States"
SPG,Albert Whitted Airport,"St Petersburg, United States"
SPI,Abraham Lincoln Capital Airport,"Springfield, United States"
SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,"Wichita Falls, United States"
SPW,Spencer Municipal Airport,"Spencer, United States"
SQI,Whiteside Co Arpt-Jos H Bittorf field,"Sterling/Rockfalls, United States"
SQL,San Carlos Airport,"San Carlos, United States"
SRC,Searcy Municipal Airport,"Searcy, United States"
SRQ,Sarasota Bradenton International Airport,"Sarasota/Bradenton, United States"
RUI,Sierra Blanca Regional Airport,"Ruidoso, United States"
SSC,Shaw Air Force Base,"Sumter, United States"
SSF,Stinson Municipal Airport,"San Antonio, United States"
SSI,St. Simons Island Airport at McKinnon Field,"Brunswick, United States"
STC,St Cloud Regional Airport,"St Cloud, United States"
STE,Stevens Point Municipal Airport,"Stevens Point, United States"
STJ,Rosecrans Memorial Airport,"St Joseph, United States"
STK,Sterling Municipal Airport,"Sterling, United States"
STL,Lambert St Louis International Airport,"St Louis, United States"
STP,St Paul Downtown Holman Field,"St Paul, United States"
STS,Charles M. Schulz Sonoma County Airport,"Santa Rosa, United States"
SUA,Witham Field,"Stuart, United States"
SUD,Stroud Municipal Airport,"Stroud, United States"
SUE,Door County Cherryland Airport,"Sturgeon Bay, United States"
SUN,Friedman Memorial Airport,"Hailey, United States"
SUS,Spirit of St Louis Airport,"St Louis, United States"
SUU,Travis Air Force Base,"Fairfield, United States"
SUW,Richard I Bong Airport,"Superior, United States"
SUX,Sioux Gateway Col. Bud Day Field,"Sioux City, United States"
SVC,Grant County Airport,"Silver City, United States"
SVE,Susanville Municipal Airport,"Susanville, United States"
SVH,Statesville Regional Airport,"Statesville, United States"
SVN,Hunter Army Air Field,"Savannah, United States"
SWF,Stewart International Airport,"Newburgh, United States"
SWO,Stillwater Regional Airport,"Stillwater, United States"
SWW,Avenger Field,"Sweetwater, United States"
SYI,Bomar Field Shelbyville Municipal Airport,"Shelbyville, United States"
SYN,Stanton Airfield,"Stanton, United States"
SYR,Syracuse Hancock International Airport,"Syracuse, United States"
SYV,Sylvester Airport,"Sylvester, United States"
SZL,Whiteman Air Force Base,"Knob Noster, United States"
SZN,Santa Cruz Island Airport,"Santa Barbara, United States"
SZP,Santa Paula Airport,"Santa Paula, United States"
TAD,Perry Stokes Airport,"Trinidad, United States"
TBN,Waynesville-St. Robert Regional Forney field,"Fort Leonard Wood, United States"
TBR,Statesboro Bulloch County Airport,"Statesboro, United States"
TCC,Tucumcari Municipal Airport,"Tucumcari, United States"
TCL,Tuscaloosa Regional Airport,"Tuscaloosa, United States"
TCM,McChord Air Force Base,"Tacoma, United States"
TCS,Truth Or Consequences Municipal Airport,"Truth Or Consequences, United States"
TDO,Ed Carlson Memorial Field South Lewis County Airport,"Toledo, United States"
TDW,Tradewind Airport,"Amarillo, United States"
TDZ,Toledo Executive Airport,"Toledo, United States"
TEB,Teterboro Airport,"Teterboro, United States"
TEX,Telluride Regional Airport,"Telluride, United States"
THA,Tullahoma Regional Arpt/Wm Northern Field,"Tullahoma, United States"
THM,Thompson Falls Airport,"Thompson Falls, United States"
THV,York Airport,"York, United States"
TIK,Tinker Air Force Base,"Oklahoma City, United States"
TIW,Tacoma Narrows Airport,"Tacoma, United States"
TIX,Space Coast Regional Airport,"Titusville, United States"
KNT,Kennett Memorial Airport,"Kennett, United States"
TLH,Tallahassee Regional Airport,"Tallahassee, United States"
TLR,Mefford Field,"Tulare, United States"
TMA,Henry Tift Myers Airport,"Tifton, United States"
TMB,Miami Executive Airport,"Miami, United States"
OTK,Tillamook Airport,"Tillamook, United States"
ASQ,Austin Airport,"Austin, United States"
TNP,Twentynine Palms Airport,"Twentynine Palms, United States"
TNT,Dade Collier Training and Transition Airport,"Miami, United States"
TNU,Newton Municipal Airport,"Newton, United States"
XSD,Tonopah Test Range Airport,"Tonopah, United States"
TOA,Zamperini Field,"Torrance, United States"
TOC,Toccoa Rg Letourneau Field,"Toccoa, United States"
TOI,Troy Municipal Airport,"Troy, United States"
TOL,Toledo Express Airport,"Toledo, United States"
TOP,Philip Billard Municipal Airport,"Topeka, United States"
TOR,Torrington Municipal Airport,"Torrington, United States"
TPA,Tampa International Airport,"Tampa, United States"
TPF,Peter O Knight Airport,"Tampa, United States"
TPH,Tonopah Airport,"Tonopah, United States"
TPL,Draughon Miller Central Texas Regional Airport,"Temple, United States"
TRI,Tri Cities Regional Tn Va Airport,"Bristol/Johnson/Kingsport, United States"
TKF,Truckee Tahoe Airport,"Truckee, United States"
TRL,Terrell Municipal Airport,"Terrell, United States"
TRM,Jacqueline Cochran Regional Airport,"Palm Springs, United States"
TRX,Trenton Municipal Airport,"Trenton, United States"
TSP,Tehachapi Municipal Airport,"Tehachapi, United States"
TTD,Portland Troutdale Airport,"Portland, United States"
TTN,Trenton Mercer Airport,"Trenton, United States"
TUL,Tulsa International Airport,"Tulsa, United States"
TUP,Tupelo Regional Airport,"Tupelo, United States"
TUS,Tucson International Airport,"Tucson, United States"
TVC,Cherry Capital Airport,"Traverse City, United States"
TVF,Thief River Falls Regional Airport,"Thief River Falls, United States"
TVI,Thomasville Regional Airport,"Thomasville, United States"
TVL,Lake Tahoe Airport,"South Lake Tahoe, United States"
TWF,Joslin Field Magic Valley Regional Airport,"Twin Falls, United States"
TXK,Texarkana Regional Webb Field,"Texarkana, United States"
TYZ,Taylor Airport,"Taylor, United States"
TYR,Tyler Pounds Regional Airport,"Tyler, United States"
TYS,McGhee Tyson Airport,"Knoxville, United States"
BFG,Bullfrog Basin Airport,"Glen Canyon Natl Rec Area, United States"
RVR,Green River Municipal Airport,"Green River, United States"
ICS,Cascade Airport,"Cascade, United States"
UBS,Columbus Lowndes County Airport,"Columbus, United States"
UCY,Everett-Stewart Regional Airport,"Union City, United States"
UDD,Bermuda Dunes Airport,"Palm Springs, United States"
UES,Waukesha County Airport,"Waukesha, United States"
UGN,Waukegan Regional Airport,"Chicago/Waukegan, United States"
UIL,Quillayute Airport,"Quillayute, United States"
UIN,Quincy Regional Baldwin Field,"Quincy, United States"
IKB,Wilkes County Airport,"North Wilkesboro, United States"
UKI,Ukiah Municipal Airport,"Ukiah, United States"
UKT,Quakertown Airport,"Quakertown, United States"
ULM,New Ulm Municipal Airport,"New Ulm, United States"
ATO,Ohio University Snyder Field,"Athens/Albany, United States"
UNU,Dodge County Airport,"Juneau, United States"
SCE,State College Regional Airport,"State College, United States"
UOS,Franklin County Airport,"Sewanee, United States"
UOX,University Oxford Airport,"Oxford, United States"
UTM,Tunica Municipal Airport,"Tunica, United States"
HTV,Huntsville Municipal Airport,"Huntsville, United States"
NPT,Newport State Airport,"Newport, United States"
UVA,Garner Field,"Uvalde, United States"
RKH,Rock Hill York Co Bryant field,"Rock Hill, United States"
VAD,Moody Air Force Base,"Valdosta, United States"
LLY,South Jersey Regional Airport,"Mount Holly, United States"
VBG,Vandenberg Air Force Base,"Lompoc, United States"
VCT,Victoria Regional Airport,"Victoria, United States"
VCV,Southern California Logistics Airport,"Victorville, United States"
VDI,Vidalia Regional Airport,"Vidalia, United States"
VEL,Vernal Regional Airport,"Vernal, United States"
VGT,North Las Vegas Airport,"Las Vegas, United States"
VHN,Culberson County Airport,"Van Horn, United States"
VIH,Rolla National Airport,"Rolla/Vichy, United States"
VIS,Visalia Municipal Airport,"Visalia, United States"
VJI,Virginia Highlands Airport,"Abingdon, United States"
VKS,Vicksburg Municipal Airport,"Vicksburg, United States"
VKX,Potomac Airfield,"Friendly, United States"
VLA,Vandalia Municipal Airport,"Vandalia, United States"
VLD,Valdosta Regional Airport,"Valdosta, United States"
VNC,Venice Municipal Airport,"Venice, United States"
VNY,Van Nuys Airport,"Van Nuys, United States"
VOK,Volk Field,"Camp Douglas, United States"
VPS,Eglin Air Force Base,"Valparaiso, United States"
VPZ,Porter County Municipal Airport,"Valparaiso, United States"
VQQ,Cecil Field,"Jacksonville, United States"
VRB,Vero Beach Municipal Airport,"Vero Beach, United States"
VSF,Hartness State (Springfield) Airport,"Springfield, United States"
VTN,Miller Field,"Valentine, United States"
VYS,Illinois Valley Regional-Walter A Duncan field,"Peru, United States"
WAL,Wallops Flight Facility Airport,"Wallops Island, United States"
WAY,Greene County Airport,"Waynesburg, United States"
WBW,Wilkes Barre Wyoming Valley Airport,"Wilkes-Barre, United States"
WDG,Enid Woodring Regional Airport,"Enid, United States"
WDR,Barrow County Airport,"Winder, United States"
WHP,Whiteman Airport,"Los Angeles, United States"
WJF,General WM J Fox Airfield,"Lancaster, United States"
WLD,Strother Field,"Winfield/Arkansas City, United States"
WLW,Willows Glenn County Airport,"Willows, United States"
WMC,Winnemucca Municipal Airport,"Winnemucca, United States"
WRB,Robins Air Force Base,"Warner Robins, United States"
WRI,Mc Guire Air Force Base,"Wrightstown, United States"
WRL,Worland Municipal Airport,"Worland, United States"
WSD,Condron Army Air Field,"White Sands, United States"
WST,Westerly State Airport,"Westerly, United States"
WVI,Watsonville Municipal Airport,"Watsonville, United States"
WVL,Waterville Robert Lafleur Airport,"Waterville, United States"
WWD,Cape May County Airport,"Wildwood, United States"
WWR,West Woodward Airport,"Woodward, United States"
WYS,Yellowstone Airport,"West Yellowstone, United States"
XNA,Northwest Arkansas Regional Airport,"Fayetteville/Springdale/, United States"
XWA,Williston Basin International Airport,"Williston, United States"
YIP,Willow Run Airport,"Detroit, United States"
YKM,Yakima Air Terminal McAllister Field,"Yakima, United States"
YKN,Chan Gurney Municipal Airport,"Yankton, United States"
YNG,Youngstown Warren Regional Airport,"Youngstown/Warren, United States"
ZPH,Zephyrhills Municipal Airport,"Zephyrhills, United States"
ZZV,Zanesville Municipal Airport,"Zanesville, United States"
KFZ,Kukes Airport,"Kukes, Albania"
TIA,Tirana International Airport Mother Teresa,"Tirana, Albania"
BOJ,Burgas Airport,"Burgas, Bulgaria"
GOZ,Gorna Oryahovitsa Airport,"Gorna Oryahovitsa, Bulgaria"
HKV,Uzundzhovo Air Base,"Haskovo, Bulgaria"
JAM,Bezmer Air Base,"Yambol, Bulgaria"
PDV,Plovdiv International Airport,"Plovdiv, Bulgaria"
PVN,Dolna Mitropoliya Air Base,"Dolna Mitropoliya, Bulgaria"
SOF,Sofia Airport,"Sofia, Bulgaria"
SLS,Silistra Polkovnik Lambrinovo Airfield,"Silistra, Bulgaria"
SZR,Stara Zagora Airport,"Stara Zagora, Bulgaria"
TGV,Bukhovtsi Airfield,"Targovishte, Bulgaria"
VID,Vidin Smurdan Airfield,"Vidin, Bulgaria"
VAR,Varna Airport,"Varna, Bulgaria"
ECN,Ercan International Airport,"Nicosia, Cyprus"
LCA,Larnaca International Airport,"Larnarca, Cyprus"
PFO,Paphos International Airport,"Paphos, Cyprus"
AKT,RAF Akrotiri,"Akrotiri, Cyprus"
DBV,Dubrovnik Airport,"Dubrovnik, Croatia"
LSZ,Losinj Island Airport,"Losinj, Croatia"
OSI,Osijek Airport,"Osijek, Croatia"
PUY,Pula Airport,"Pula, Croatia"
RJK,Rijeka Airport,"Rijeka, Croatia"
BWK,Brac Airport,"Brac Island, Croatia"
SPU,Split Airport,"Split, Croatia"
ZAG,Zagreb Airport,"Zagreb, Croatia"
ZAD,Zemunik Airport,"Zadar, Croatia"
ABC,Albacete-Los Llanos Airport,"Albacete, Spain"
ALC,Alicante International Airport,"Alicante, Spain"
LEI,Almeria International Airport,"Almeria, Spain"
OVD,Asturias Airport,"Ranon, Spain"
ODB,Cordoba Airport,"Cordoba, Spain"
BIO,Bilbao Airport,"Bilbao, Spain"
RGS,Burgos Airport,"Burgos, Spain"
BCN,Barcelona International Airport,"Barcelona, Spain"
BJZ,Badajoz Airport,"Badajoz, Spain"
CDT,Calamocha Airport,"Calamocha, Spain"
CDT,Castellon De La Plana Airport,"Castellon de La Plana, Spain"
LCG,A Coruna Airport,"Culleredo, Spain"
ECV,Cuatro Vientos Airport,"Madrid, Spain"
ILD,Lleida-Alguaire Airport,"Lleida, Spain"
GRO,Girona Airport,"Girona, Spain"
GRX,Federico Garcia Lorca Airport,"Granada, Spain"
HSK,Huesca/Pirineos Airport,"Monflorite/Alcala del Obispo, Spain"
IBZ,Ibiza Airport,"Ibiza, Spain"
XRY,Jerez Airport,"Jerez de la Forntera, Spain"
MJV,San Javier Airport,"San Javier, Spain"
QSA,Sabadell Airport,"Sabadell, Spain"
LEN,Leon Airport,"Leon, Spain"
RJL,Logrono-Agoncillo Airport,"Logrono, Spain"
MAD,Madrid Barajas International Airport,"Madrid, Spain"
HEV,Mafe - Gibraleon Airport,"Gibraleon, Spain"
AGP,Malaga Airport,"Malaga, Spain"
MAH,Menorca Airport,"Menorca Island, Spain"
RMU,Región de Murcia International Airport,"Corvera, Spain"
OZP,Moron Air Base,"Moron, Spain"
PMI,Palma De Mallorca Airport,"Palma De Mallorca, Spain"
PNA,Pamplona Airport,"Pamplona, Spain"
REU,Reus Air Base,"Reus, Spain"
ROZ,Rota Naval Station Airport,"Rota, Spain"
SLM,Salamanca Airport,"Salamanca, Spain"
EAS,San Sebastian Airport,"Hondarribia, Spain"
SCQ,Santiago de Compostela Airport,"Santiago de Compostela, Spain"
LEU,Aerodrom dels Pirineus-Alt Urgell Airport,"Montferrer / Castellbo, Spain"
TOJ,Torrejon Airport,"Madrid, Spain"
VLC,Valencia Airport,"Valencia, Spain"
VLL,Valladolid Airport,"Valladolid, Spain"
VIT,Vitoria/Foronda Airport,"Alava, Spain"
VGO,Vigo Airport,"Vigo, Spain"
SDR,Santander Airport,"Santander, Spain"
ZAZ,Zaragoza Air Base,"Zaragoza, Spain"
SVQ,Sevilla Airport,"Sevilla, Spain"
DPE,St Aubin Airport,"Dieppe, France"
CQF,Calais-Dunkerque Airport,"Marck, France"
XCP,Compiegne Margny Airport,"Compiegne, France"
XLN,Laon - Chambry Airport,"Laon-Chambry, France"
XSJ,Peronne-Saint-Quentin Airport,"Peronne/Saint-Quentin, France"
XDK,Dunkerque Les Moeres Airport,"Les Moeres, France"
BYF,Albert-Bray Airport,"Albert/Bray, France"
LTQ,Le Touquet-Cote d'Opale Airport,"Le Touquet-Paris-Plage, France"
XVS,Valenciennes-Denain Airport,"Valenciennes/Denain, France"
QAM,Amiens-Glisy Airport,"Amiens/Glisy, France"
AGF,Agen-La Garenne Airport,"Agen/La Garenne, France"
BOD,Bordeaux-Merignac (BA 106) Airport,"Bordeaux/Merignac, France"
EGC,Bergerac-Roumaniere Airport,"Bergerac/Roumaniere, France"
CNG,Cognac-Chateaubernard (BA 709) Air Base,"Cognac/Chateaubernard, France"
LRH,La Rochelle-Ile de Re Airport,"La Rochelle/Ile de Re, France"
PIS,Poitiers-Biard Airport,"Poitiers/Biard, France"
MCU,Montlucon-Gueret Airport,"Montlucon/Gueret, France"
LIG,Limoges Airport,"Limoges/Bellegarde, France"
XMJ,Mont-de-Marsan (BA 118) Air Base,"Mont-de-Marsan, France"
NIT,Niort-Souche Airport,"Niort/Souche, France"
TLS,Toulouse-Blagnac Airport,"Toulouse/Blagnac, France"
PUF,Pau Pyrenees Airport,"Pau/Pyrenees (Uzein), France"
LDE,Tarbes-Lourdes-Pyrenees Airport,"Tarbes/Lourdes/Pyrenees, France"
ANG,Angouleme-Brie-Champniers Airport,"Angouleme/Brie/Champniers, France"
BVE,Brive-La Roche Airport,"Brive-la-Gaillarde, France"
PGX,Perigueux-Bassillac Airport,"Perigueux/Bassillac, France"
XDA,Dax Seyresse Airport,"Perigueux, France"
BIQ,Biarritz-Anglet-Bayonne Airport,"Biarritz/Anglet/Bayonne, France"
XCX,Chatellerault Airport,"Biarritz, France"
ZAO,Cahors-Lalbenque Airport,"Cahors/Lalbenque, France"
XGT,Gueret St Laurent Airport,"Cahors, France"
XAC,Arcachon-La Teste-de-Buch Airport,"Arcachon/La Teste-de-Buch, France"
LBI,Albi-Le Sequestre Airport,"Albi/Le Sequestre, France"
DCM,Castres-Mazamet Airport,"Castres/Mazamet, France"
RDZ,Rodez-Marcillac Airport,"Rodez/Marcillac, France"
RYN,Royan-Medis Airport,"Royan/Medis, France"
XMW,Montauban Airport,"Montauban, France"
XLR,Libourne-Artigues-de-Lussac Airport,"Libourne/Artigues-de-Lussac, France"
RCO,Rochefort-Saint-Agnant (BA 721) Airport,"Rochefort/Saint-Agnant, France"
XSL,Sarlat Domme Airport,"Rochefort, France"
XTB,Tarbes Laloubere Airport,"Rochefort, France"
IDY,Ile d'Yeu Airport,"Ile d'Yeu, France"
CMR,Colmar-Houssen Airport,"Colmar/Houssen, France"
XBV,Beaune-Challanges Airport,"Beaune/Challanges, France"
DLE,Dole-Tavaux Airport,"Dole/Tavaux, France"
XVN,Verdun-Le Rozelier Airport,"Verdun/Le Rozelier, France"
MVV,Megeve Airport,"Verdun, France"
OBS,Aubenas-Ardeche Meridional Airport,"Aubenas/Ardeche Meridional, France"
LPY,Le Puy-Loudes Airport,"Le Puy/Loudes, France"
XBK,Bourg-Ceyzeriat Airport,"Bourg/Ceyzeriat, France"
AHZ,L'alpe D'huez Airport,"Bourg, France"
XMU,Moulins-Montbeugny Airport,"Moulins/Montbeugny, France"
ETZ,Metz-Nancy-Lorraine Airport,"Metz / Nancy, France"
ANE,Angers-Loire Airport,"Angers/Marce, France"
XAV,Albertville Airport,"Angers, France"
BIA,Bastia-Poretta Airport,"Bastia/Poretta, France"
CLY,Calvi-Sainte-Catherine Airport,"Calvi/Sainte-Catherine, France"
FSC,Figari Sud-Corse Airport,"Figari Sud-Corse, France"
AJA,Ajaccio-Napoleon Bonaparte Airport,"Ajaccio/Napoleon Bonaparte, France"
PRP,Propriano Airport,"Propriano, France"
SOZ,Solenzara (BA 126) Air Base,"Solenzara, France"
MFX,Meribel Airport,"Ajaccio, France"
AUF,Auxerre-Branches Airport,"Auxerre/Branches, France"
CMF,Chambery-Savoie Airport,"Chambery/Aix-les-Bains, France"
CFE,Clermont-Ferrand Auvergne Airport,"Clermont-Ferrand/Auvergne, France"
BOU,Bourges Airport,"Bourges, France"
QNJ,Annemasse Airport,"Annemasse, France"
CVF,Courchevel Airport,"Courcheval, France"
LYS,Lyon Saint-Exupery Airport,"Lyon, France"
QNX,Macon-Charnay Airport,"Macon/Charnay, France"
SYT,Saint-Yan Airport,"Saint-Yan, France"
RNE,Roanne-Renaison Airport,"Roanne/Renaison, France"
NCY,Annecy-Haute-Savoie-Mont Blanc Airport,"Annecy/Meythet, France"
XMK,Montelimar - Ancone Airport,"Annecy, France"
GNB,Grenoble-Isere Airport,"Grenoble/Saint-Geoirs, France"
VAF,Valence-Chabeuil Airport,"Valence/Chabeuil, France"
VHY,Vichy-Charmeil Airport,"Vichy/Charmeil, France"
AUR,Aurillac Airport,"Aurillac, France"
CHR,Chateauroux-Deols Marcel Dassault Airport,"Chateauroux/Deols, France"
LYN,Lyon-Bron Airport,"Lyon/Bron, France"
QXB,Aix-en-Provence (BA 114) Airport,"Lyon, France"
CEQ,Cannes-Mandelieu Airport,"Cannes/Mandelieu, France"
EBU,Saint-Etienne-Boutheon Airport,"Saint-Etienne/Boutheon, France"
QIE,Istres Le Tube/Istres Air Base (BA 125) Airport,"Istres/Le Tube, France"
CCF,Carcassonne Airport,"Carcassonne/Salvaza, France"
MRS,Marseille Provence Airport,"Marseille, France"
NCE,Nice-Cote d'Azur Airport,"Nice, France"
XOG,Orange-Caritat (BA 115) Air Base,"Orange/Caritat, France"
PGF,Perpignan-Rivesaltes (Llabanere) Airport,"Perpignan/Rivesaltes, France"
CTT,Le Castellet Airport,"Le Castellet, France"
BAE,Barcelonnette - Saint-Pons Airport,"Le Castellet, France"
XAS,Ales-Deaux Airport,"Ales/Deaux, France"
MPL,Montpellier-Mediterranee Airport,"Montpellier/Mediterranee, France"
BZR,Beziers-Vias Airport,"Beziers/Vias, France"
AVN,Avignon-Caumont Airport,"Avignon/Caumont, France"
GAT,Gap - Tallard Airport,"Avignon, France"
MEN,Mende-Brenoux Airport,"Mende/Brenoux, France"
SCP,Mont-Dauphin - St-Crepin Airport,"Mende, France"
BVA,Paris Beauvais Tille Airport,"Beauvais/Tille, France"
XSU,Saumur-Saint-Florent Airport,"Saumur/Saint-Florent, France"
EVX,Evreux-Fauville (BA 105) Air Base,"Evreux/Fauville, France"
XAN,Alencon Valframbert Airport,"Evreux, France"
LEH,Le Havre Octeville Airport,"Le Havre/Octeville, France"
XAB,Abbeville-Buigny-Saint-Maclou Airport,"Abbeville (Buigny/Saint-Maclou), France"
ORE,Orleans-Bricy (BA 123) Air Base,"Orleans/Bricy, France"
XCR,Chalons-Vatry Air Base,"Chalons/Vatry, France"
LSO,Les Sables-d'Olonne Talmont Airport,"Les Sables-d'Olonne, France"
URO,Rouen Airport,"Rouen/Vallee de Seine, France"
XBQ,Blois-Le Breuil Airport,"Blois/Le Breuil, France"
QTJ,Chartres Champhol Airport,"Blois, France"
TUF,Tours-Val-de-Loire Airport,"Tours/Val de Loire (Loire Valley), France"
CET,Cholet Le Pontreau Airport,"Cholet/Le Pontreau, France"
LVA,Laval-Entrammes Airport,"Laval/Entrammes, France"
ORE,Orleans-Saint-Denis-de-l'Hotel Airport,"Orleans/Saint-Denis-de-l'Hotel, France"
LBG,Paris-Le Bourget Airport,"Paris, France"
CSF,Creil Air Base,"Creil, France"
CDG,Charles de Gaulle International Airport,"Paris, France"
TNF,Toussus-le-Noble Airport,"Toussus-le-Noble, France"
ORY,Paris-Orly Airport,"Paris, France"
POX,Pontoise - Cormeilles-en-Vexin Airport,"Pontoise, France"
VIY,Villacoublay-Velizy (BA 107) Air Base,"Villacoublay/Velizy, France"
QYR,Troyes-Barberey Airport,"Troyes/Barberey, France"
NVS,Nevers-Fourchambault Airport,"Nevers/Fourchambault, France"
XCB,Cambrai-Epinoy (BA 103) Air Base,"Cambrai/Epinoy, France"
XME,Maubeuge-Elesmes Airport,"Maubeuge/Elesmes, France"
LIL,Lille-Lesquin Airport,"Lille/Lesquin, France"
HZB,Merville-Calonne Airport,"Merville/Calonne, France"
XCZ,Charleville-Mezieres Airport,"Charleville-Mezieres, France"
XVO,Vesoul-Frotey Airport,"Vesoul/Frotey, France"
BES,Brest Bretagne Airport,"Brest/Guipavas, France"
CER,Cherbourg-Maupertus Airport,"Cherbourg/Maupertus, France"
DNR,Dinard-Pleurtuit-Saint-Malo Airport,"Dinard/Pleurtuit/Saint-Malo, France"
LBY,La Baule-Escoublac Airport,"La Baule-Escoublac, France"
GFR,Granville Airport,"Granville, France"
DOL,Deauville-Saint-Gatien Airport,"Deauville, France"
LRT,Lorient South Brittany (Bretagne Sud) Airport,"Lorient/Lann/Bihoue, France"
EDM,La Roche-sur-Yon Airport,"La Roche-sur-Yon/Les Ajoncs, France"
LDV,Landivisiau Air Base,"Landivisiau, France"
CFR,Caen-Carpiquet Airport,"Caen/Carpiquet, France"
LME,Le Mans-Arnage Airport,"Le Mans/Arnage, France"
RNS,Rennes-Saint-Jacques Airport,"Rennes/Saint-Jacques, France"
LAI,Lannion-Cote de Granit Airport,"Lannion, France"
UIP,Quimper-Cornouaille Airport,"Quimper/Pluguffan, France"
NTE,Nantes Atlantique Airport,"Nantes, France"
SBK,Saint-Brieuc-Armor Airport,"Saint-Brieuc/Armor, France"
MXN,Morlaix-Ploujean Airport,"Morlaix/Ploujean, France"
VNE,Vannes-Meucon Airport,"Vannes/Meucon, France"
SNR,Saint-Nazaire-Montoir Airport,"Saint-Nazaire/Montoir, France"
QBQ,Besancon Thise Airport,"St Nazaire, France"
BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,"Bale/Mulhouse, France"
DIJ,Dijon-Bourgogne Airport,"Dijon/Longvic, France"
MZM,Metz-Frescaty (BA 128) Air Base,"Metz/Frescaty, France"
EPL,Epinal-Mirecourt Airport,"Epinal/Mirecourt, France"
BVE,Toul Rosieres Air Base,"St Dizier, France"
XMF,Montbeliard-Courcelles Airport,"Montbeliard/Courcelles, France"
ENC,Nancy-Essey Airport,"Nancy/Essey, France"
BOR,Fontaine Airport,"Belfort, France"
RHE,Reims-Champagne (BA 112) Airport,"Reims/Champagne, France"
SXB,Strasbourg Airport,"Strasbourg, France"
VTL,Vittel Champ De Course Airport,"Luxeuil, France"
TLN,Toulon-Hyeres Airport,"Toulon/Hyeres/Le Palyvestre, France"
FNI,Nimes-Arles-Camargue Airport,"Nimes/Garons, France"
LTT,La Mole Airport,"La Mole, France"
MQC,Miquelon Airport,"Miquelon, Saint Pierre and Miquelon"
FSP,St Pierre Airport,"Saint-Pierre, Saint Pierre and Miquelon"
PYR,Andravida Airport,"Andravida, Greece"
AGQ,Agrinion Airport,"Agrinion, Greece"
AXD,Dimokritos Airport,"Alexandroupolis, Greece"
HEW,Athen Helenikon Airport,"Athens, Greece"
ATH,Eleftherios Venizelos International Airport,"Athens, Greece"
VOL,Nea Anchialos Airport,"Nea Anchialos, Greece"
JKH,Chios Island National Airport,"Chios Island, Greece"
PKH,Porto Cheli Airport,"Porto Cheli, Greece"
JIK,Ikaria Airport,"Ikaria Island, Greece"
IOA,Ioannina Airport,"Ioannina, Greece"
HER,Heraklion International Nikos Kazantzakis Airport,"Heraklion, Greece"
KSO,Kastoria National Airport,"Kastoria, Greece"
KIT,Kithira Airport,"Kithira Island, Greece"
EFL,Kefallinia Airport,"Kefallinia Island, Greece"
KZS,Kastelorizo Airport,"Kastelorizo Island, Greece"
KLX,Kalamata Airport,"Kalamata, Greece"
KGS,Kos Airport,"Kos Island, Greece"
AOK,Karpathos Airport,"Karpathos Island, Greece"
CFU,Ioannis Kapodistrias International Airport,"Kerkyra Island, Greece"
KSJ,Kasos Airport,"Kasos Island, Greece"
KVA,Alexander the Great International Airport,"Kavala, Greece"
JKL,Kalymnos Airport,"Kalymnos Island, Greece"
KZI,Filippos Airport,"Kozani, Greece"
LRS,Leros Airport,"Leros Island, Greece"
LXS,Limnos Airport,"Limnos Island, Greece"
LRA,Larisa Airport,"Larisa, Greece"
JMK,Mikonos Airport,"Mykonos Island, Greece"
MLO,Milos Airport,"Milos Island, Greece"
MJT,Mytilene International Airport,"Mytilene, Greece"
JNX,Naxos Airport,"Naxos Island, Greece"
PAS,Paros Airport,"Paros Island, Greece"
JTY,Astypalaia Airport,"Astypalaia Island, Greece"
PVK,Aktion National Airport,"Preveza/Lefkada, Greece"
RHO,Diagoras Airport,"Rodes Island, Greece"
GPA,Araxos Airport,"Patras, Greece"
CHQ,Chania International Airport,"Souda, Greece"
JSI,Skiathos Island National Airport,"Skiathos, Greece"
SMI,Samos Airport,"Samos Island, Greece"
JSY,Syros Airport,"Syros Island, Greece"
SPJ,Sparti Airport,"Sparti, Greece"
JTR,Santorini Airport,"Santorini Island, Greece"
JSH,Sitia Airport,"Crete Island, Greece"
SKU,Skiros Airport,"Skiros Island, Greece"
SKG,Thessaloniki Macedonia International Airport,"Thessaloniki, Greece"
ZTH,Dionysios Solomos Airport,"Zakynthos Island, Greece"
BUD,Budapest Ferenc Liszt International Airport,"Budapest, Hungary"
DEB,Debrecen International Airport,"Debrecen, Hungary"
